"schoolid","grade","math","female","minority","lowinc_cen"
3280,0,-1.038,1,0,-60.5935131396957
3280,1,-0.988,1,0,-60.5935131396957
3280,2,1.894,1,0,-60.5935131396957
3280,3,1.578,1,0,-60.5935131396957
3280,4,3.163,1,0,-60.5935131396957
3280,0,-0.619,1,1,-60.5935131396957
3280,1,0.338,1,1,-60.5935131396957
3280,2,1.309,1,1,-60.5935131396957
3280,3,2.034,1,1,-60.5935131396957
3280,4,2.035,1,1,-60.5935131396957
3280,0,-1.218,0,0,-60.5935131396957
3280,1,-0.427,0,0,-60.5935131396957
3280,2,-0.211,0,0,-60.5935131396957
3280,3,0.811,0,0,-60.5935131396957
3280,4,1.973,0,0,-60.5935131396957
3280,0,-1.689,1,0,-60.5935131396957
3280,1,-0.921,1,0,-60.5935131396957
3280,1,-0.197,1,0,-60.5935131396957
3030,2,-1.236,0,1,20.9064868603043
3030,2,-0.762,0,1,20.9064868603043
3030,3,-0.264,0,1,20.9064868603043
3130,2,-2.14,1,1,20.3064868603043
3130,3,-1.235,1,1,20.3064868603043
3130,4,0.2,1,1,20.3064868603043
3440,1,-1.121,1,1,15.8064868603043
3440,2,0.529,1,1,15.8064868603043
3440,3,1.429,1,1,15.8064868603043
3720,2,1.485,0,1,15.7064868603043
3720,3,1.066,0,1,15.7064868603043
3720,4,1.736,0,1,15.7064868603043
3030,1,-1.12,0,1,20.9064868603043
3030,2,0.587,0,1,20.9064868603043
3030,3,0.292,0,1,20.9064868603043
3030,4,1.098,0,1,20.9064868603043
3610,2,-1.665,1,1,20.0064868603043
3610,3,-1.002,1,1,20.0064868603043
3610,4,-0.396,1,1,20.0064868603043
2340,0,-2.413,0,1,15.9064868603043
2340,2,0.343,0,1,15.9064868603043
3610,1,-1.314,0,1,20.0064868603043
3610,2,-1.34,0,1,20.0064868603043
3610,3,-0.779,0,1,20.0064868603043
3610,4,0.148,0,1,20.0064868603043
4390,0,-3.395,0,1,-11.3935131396957
4390,1,-2.946,0,1,-11.3935131396957
4390,2,-1.236,0,1,-11.3935131396957
4390,3,-1.002,0,1,-11.3935131396957
4390,4,0.352,0,1,-11.3935131396957
4390,0,-1.13,0,1,-11.3935131396957
4390,1,0.905,0,1,-11.3935131396957
4390,2,1.485,0,1,-11.3935131396957
4390,3,1.202,0,1,-11.3935131396957
4390,4,2.768,0,1,-11.3935131396957
4390,0,-2.732,1,1,-11.3935131396957
4390,0,-1.898,1,1,-11.3935131396957
4390,1,-0.827,1,1,-11.3935131396957
4390,0,-0.942,1,1,-11.3935131396957
4390,1,0.148,1,1,-11.3935131396957
4390,2,0.587,1,1,-11.3935131396957
4390,3,1.134,1,1,-11.3935131396957
4390,4,2.164,1,1,-11.3935131396957
4390,0,-1.541,0,1,-11.3935131396957
4390,1,0.658,0,1,-11.3935131396957
4390,2,1.146,0,1,-11.3935131396957
4390,3,1.202,0,1,-11.3935131396957
4390,4,2.3,0,1,-11.3935131396957
4390,0,-2.732,1,1,-11.3935131396957
4390,1,-1.12,1,1,-11.3935131396957
4390,2,0.114,1,1,-11.3935131396957
4390,3,-0.139,1,1,-11.3935131396957
4390,4,1.794,1,1,-11.3935131396957
4390,0,-1.538,0,1,-11.3935131396957
4390,1,-0.501,0,1,-11.3935131396957
4390,2,0.995,0,1,-11.3935131396957
4390,0,-1.772,1,1,-11.3935131396957
4390,1,-1.25,1,1,-11.3935131396957
4390,2,-0.316,1,1,-11.3935131396957
3040,2,0.852,0,1,-32.4935131396957
3040,3,1.001,0,1,-32.4935131396957
3040,4,1.25,0,1,-32.4935131396957
4390,0,-1.13,1,1,-11.3935131396957
4390,1,0.439,1,1,-11.3935131396957
4390,2,1.678,1,1,-11.3935131396957
4390,3,1.934,1,1,-11.3935131396957
4390,4,2.6,1,1,-11.3935131396957
4390,0,-1.76,1,1,-11.3935131396957
4390,1,0.439,1,1,-11.3935131396957
4390,2,-0.826,1,1,-11.3935131396957
4390,3,0.182,1,1,-11.3935131396957
4390,4,1.302,1,1,-11.3935131396957
4390,0,-1.464,0,1,-11.3935131396957
4390,1,1.194,0,1,-11.3935131396957
4390,2,0.995,0,1,-11.3935131396957
4390,3,1.934,0,1,-11.3935131396957
4390,4,2.099,0,1,-11.3935131396957
4390,0,-1.689,1,1,-11.3935131396957
4390,1,-0.645,1,1,-11.3935131396957
4390,2,0.587,1,1,-11.3935131396957
4390,3,0.459,1,1,-11.3935131396957
4390,4,1.973,1,1,-11.3935131396957
4390,0,-1.384,0,1,-11.3935131396957
4390,1,0.338,0,1,-11.3935131396957
4390,2,0.716,0,1,-11.3935131396957
4390,3,1.273,0,1,-11.3935131396957
4390,4,1.46,0,1,-11.3935131396957
4390,0,-3.721,1,1,-11.3935131396957
4390,0,-2.413,1,1,-11.3935131396957
4390,1,-0.921,1,1,-11.3935131396957
4390,0,-1.038,0,1,-11.3935131396957
4390,1,-0.112,0,1,-11.3935131396957
4390,2,-0.105,0,1,-11.3935131396957
4390,3,2.034,0,1,-11.3935131396957
4390,4,2.682,0,1,-11.3935131396957
3440,0,-5.219,1,1,15.8064868603043
3440,0,-4.175,1,1,15.8064868603043
3440,1,-3.33,1,1,15.8064868603043
3440,2,-1.894,1,1,15.8064868603043
3440,0,-3.721,0,1,15.8064868603043
3440,0,-2.96,0,1,15.8064868603043
3440,1,-3.249,0,1,15.8064868603043
3440,2,-1.446,0,1,15.8064868603043
3440,3,0.237,0,1,15.8064868603043
3440,4,0.097,0,1,15.8064868603043
3440,0,-3.144,1,1,15.8064868603043
3440,1,-2.33,1,1,15.8064868603043
3440,2,-1.34,1,1,15.8064868603043
3440,0,-1.966,1,1,15.8064868603043
3440,1,-1.314,1,1,15.8064868603043
3440,2,-0.725,1,1,15.8064868603043
3440,3,0.873,1,1,15.8064868603043
3440,4,1.148,1,1,15.8064868603043
3440,0,-2.162,1,1,15.8064868603043
3440,1,-1.12,1,1,15.8064868603043
3440,2,0.114,1,1,15.8064868603043
3440,3,-0.032,1,1,15.8064868603043
3440,4,0.65,1,1,15.8064868603043
2340,1,-2.657,0,1,15.9064868603043
2340,2,-1.236,0,1,15.9064868603043
2340,3,-0.297,0,1,15.9064868603043
2340,4,0.251,0,1,15.9064868603043
3700,0,-1.772,0,1,22.2064868603043
3700,1,-0.574,0,1,22.2064868603043
3700,2,0.227,0,1,22.2064868603043
3700,3,0.811,0,1,22.2064868603043
2380,0,-3.46,1,1,-40.8935131396957
2380,0,-2.718,1,1,-40.8935131396957
2380,1,0.658,1,1,-40.8935131396957
2380,2,-0.623,1,1,-40.8935131396957
2380,3,-0.297,1,1,-40.8935131396957
2380,4,0.897,1,1,-40.8935131396957
3720,1,-2.685,1,1,15.7064868603043
3720,3,-2.56,1,1,15.7064868603043
3720,3,-1.291,1,1,15.7064868603043
3240,0,-1.689,1,1,22.2064868603043
3240,1,-2.265,1,1,22.2064868603043
3240,2,-2.015,1,1,22.2064868603043
3240,3,0.347,1,1,22.2064868603043
3240,4,0.551,1,1,22.2064868603043
2330,0,-2.162,0,1,1.1064868603043
2330,1,-2.136,0,1,1.1064868603043
2330,2,-0.522,0,1,1.1064868603043
2330,3,0.632,0,1,1.1064868603043
2330,4,1.25,0,1,1.1064868603043
4010,1,1.043,0,0,-48.1935131396957
4010,2,1.485,0,0,-48.1935131396957
4010,3,1.661,0,0,-48.1935131396957
4010,4,2.445,0,0,-48.1935131396957
3140,0,-2.413,0,1,-51.0935131396957
3140,1,-1.25,0,1,-51.0935131396957
3140,2,-0.211,0,1,-51.0935131396957
3140,3,0.873,0,1,-51.0935131396957
3140,4,2.035,0,1,-51.0935131396957
3140,0,-2.96,1,0,-51.0935131396957
3140,1,-1.378,1,0,-51.0935131396957
3140,2,-0.623,1,0,-51.0935131396957
3140,3,-0.032,1,0,-51.0935131396957
3140,4,0.601,1,0,-51.0935131396957
3140,0,-0.497,1,0,-51.0935131396957
3140,1,0.905,1,0,-51.0935131396957
3140,2,1.894,1,0,-51.0935131396957
3140,0,0.12,1,0,-51.0935131396957
3140,1,1.36,1,0,-51.0935131396957
3140,2,2.43,1,0,-51.0935131396957
3140,3,2.653,1,0,-51.0935131396957
3140,4,4.319,1,0,-51.0935131396957
3140,0,-1.772,0,1,-51.0935131396957
3140,1,0.241,0,1,-51.0935131396957
3140,2,0.995,0,1,-51.0935131396957
3140,0,-2.188,0,0,-51.0935131396957
3140,0,-1.218,0,0,-51.0935131396957
3140,2,-0.211,0,0,-51.0935131396957
3140,3,0.459,0,0,-51.0935131396957
3140,4,1.302,0,0,-51.0935131396957
3140,0,-2.377,1,0,-51.0935131396957
3140,1,-1.819,1,0,-51.0935131396957
3140,2,-1.446,1,0,-51.0935131396957
3140,3,-0.779,1,0,-51.0935131396957
3140,4,0.452,1,0,-51.0935131396957
3140,0,-1.772,1,0,-51.0935131396957
3140,1,-1.054,1,0,-51.0935131396957
3140,2,0.343,1,0,-51.0935131396957
3140,3,0.573,1,0,-51.0935131396957
3140,4,0.848,1,0,-51.0935131396957
3140,0,-1.538,1,0,-51.0935131396957
3140,1,-0.028,1,0,-51.0935131396957
3140,2,1.146,1,0,-51.0935131396957
3140,3,1.934,1,0,-51.0935131396957
3140,4,2.371,1,0,-51.0935131396957
3140,0,-2.032,1,0,-51.0935131396957
3140,1,0.058,1,0,-51.0935131396957
3140,2,0.852,1,0,-51.0935131396957
3140,3,1.839,1,0,-51.0935131396957
3140,0,-3.232,1,0,-51.0935131396957
3140,0,-0.608,1,0,-51.0935131396957
3140,1,-0.767,1,0,-51.0935131396957
3140,2,-0.391,1,0,-51.0935131396957
3140,3,0.227,1,0,-51.0935131396957
4440,0,-1.987,0,1,22.2064868603043
4440,1,-1.303,0,1,22.2064868603043
4440,2,-0.928,0,1,22.2064868603043
4440,3,-0.456,0,1,22.2064868603043
4440,4,0.897,0,1,22.2064868603043
3950,0,-2.558,1,1,22.2064868603043
3950,1,-1.83,1,1,22.2064868603043
3950,2,-0.928,1,1,22.2064868603043
3950,3,-0.725,1,1,22.2064868603043
3950,4,0.251,1,1,22.2064868603043
2440,0,-0.733,0,0,-32.9935131396957
2440,1,-0.112,0,0,-32.9935131396957
2440,2,0.587,0,0,-32.9935131396957
2440,3,1.001,0,0,-32.9935131396957
2440,4,1.514,0,0,-32.9935131396957
4060,0,-2.558,1,1,21.5064868603043
4060,1,-1.541,1,1,21.5064868603043
4060,2,-2.14,1,1,21.5064868603043
4450,1,-0.501,1,1,-11.5935131396957
4450,1,0.011,1,1,-11.5935131396957
4450,2,0.22,1,1,-11.5935131396957
4450,3,0.569,1,1,-11.5935131396957
3810,0,-1.038,1,1,-27.9935131396957
3810,1,0.905,1,1,-27.9935131396957
3810,2,2.14,1,1,-27.9935131396957
3810,3,2.254,1,1,-27.9935131396957
3810,4,1.623,1,1,-27.9935131396957
2960,0,-1.689,1,1,18.7064868603043
2960,1,-0.706,1,1,18.7064868603043
2960,2,-0.64,1,1,18.7064868603043
2960,3,0.749,1,1,18.7064868603043
3450,0,-3.558,1,1,-2.0935131396957
3450,0,-3.068,1,1,-2.0935131396957
3450,1,-2.839,1,1,-2.0935131396957
2180,2,-1.894,1,1,18.8064868603043
2180,3,-0.403,1,1,18.8064868603043
2180,4,0.452,1,1,18.8064868603043
2340,0,-3.232,1,1,15.9064868603043
2340,0,-2.351,1,1,15.9064868603043
2340,1,-1.541,1,1,15.9064868603043
2340,2,-1.34,1,1,15.9064868603043
3250,2,-1.778,0,1,13.2064868603043
3250,3,-0.616,0,1,13.2064868603043
3250,4,1.098,0,1,13.2064868603043
3250,0,-4.228,0,1,13.2064868603043
3250,0,-2.899,0,1,13.2064868603043
3250,1,-2.235,0,1,13.2064868603043
3250,2,-1.485,0,1,13.2064868603043
3250,3,-0.873,0,1,13.2064868603043
3250,0,-1.276,0,1,13.2064868603043
3250,0,-0.974,0,1,13.2064868603043
3250,1,-1.179,0,1,13.2064868603043
3250,2,-0.517,0,1,13.2064868603043
3250,3,0.688,0,1,13.2064868603043
3250,0,-1.276,1,1,13.2064868603043
3250,1,-0.645,1,1,13.2064868603043
3250,2,0.587,1,1,13.2064868603043
3250,3,0.459,1,1,13.2064868603043
3250,4,1.514,1,1,13.2064868603043
3250,0,-2.377,0,1,13.2064868603043
3250,1,-1.882,0,1,13.2064868603043
3250,2,-0.623,0,1,13.2064868603043
3250,3,0.128,0,1,13.2064868603043
3250,4,0.897,0,1,13.2064868603043
2180,1,-0.988,0,1,18.8064868603043
2180,2,-0.725,0,1,18.8064868603043
2180,3,0.074,0,1,18.8064868603043
2180,4,0.749,0,1,18.8064868603043
2340,2,-0.826,1,1,15.9064868603043
2340,3,-0.456,1,1,15.9064868603043
2340,4,-0.062,1,1,15.9064868603043
3370,0,-2.188,0,1,-2.49351313969571
3370,1,-0.942,0,1,-2.49351313969571
3370,2,-0.316,0,1,-2.49351313969571
3370,3,1.273,0,1,-2.49351313969571
3370,4,0.452,0,1,-2.49351313969571
3370,0,-1.276,1,0,-2.49351313969571
3370,1,-0.619,1,0,-2.49351313969571
3370,2,-0.105,1,0,-2.49351313969571
3370,3,0.873,1,0,-2.49351313969571
3370,4,1.047,1,0,-2.49351313969571
3370,0,-1.987,1,1,-2.49351313969571
3370,1,-0.84,1,1,-2.49351313969571
3370,2,0.716,1,1,-2.49351313969571
3370,3,1.421,1,1,-2.49351313969571
3370,4,0.148,1,1,-2.49351313969571
3370,0,-1.772,1,0,-2.49351313969571
3370,1,-1.303,1,0,-2.49351313969571
3370,2,-0.316,1,0,-2.49351313969571
3370,3,0.347,1,0,-2.49351313969571
3370,4,1.047,1,0,-2.49351313969571
3370,0,-0.126,0,1,-2.49351313969571
3370,1,0.148,0,1,-2.49351313969571
3370,2,1.678,0,1,-2.49351313969571
3370,3,3.207,0,1,-2.49351313969571
3370,4,3.163,0,1,-2.49351313969571
3370,0,-2.188,1,1,-2.49351313969571
3370,1,-0.365,1,1,-2.49351313969571
3370,2,0.852,1,1,-2.49351313969571
3370,3,2.14,1,1,-2.49351313969571
3370,4,1.794,1,1,-2.49351313969571
3370,0,-0.06,0,1,-2.49351313969571
3370,1,0.546,0,1,-2.49351313969571
3370,2,1.678,0,1,-2.49351313969571
3370,0,-1.276,0,1,-2.49351313969571
3370,1,-0.427,0,1,-2.49351313969571
3370,2,0.343,0,1,-2.49351313969571
3370,3,0.873,0,1,-2.49351313969571
3370,4,1.568,0,1,-2.49351313969571
3370,0,-0.974,1,1,-2.49351313969571
3370,1,-0.427,1,1,-2.49351313969571
3370,2,0.995,1,1,-2.49351313969571
3370,3,1.839,1,1,-2.49351313969571
3370,4,1.973,1,1,-2.49351313969571
3370,0,-0.608,1,1,-2.49351313969571
3370,1,0.893,1,1,-2.49351313969571
3370,2,1.678,1,1,-2.49351313969571
3370,3,2.254,1,1,-2.49351313969571
3370,4,2.6,1,1,-2.49351313969571
3370,0,-1.276,1,0,-2.49351313969571
3370,1,0.058,1,0,-2.49351313969571
3370,2,0.716,1,0,-2.49351313969571
3370,3,1.001,1,0,-2.49351313969571
3370,4,1.973,1,0,-2.49351313969571
3370,0,-0.608,0,0,-2.49351313969571
3370,1,0.338,0,0,-2.49351313969571
3370,2,1.485,0,0,-2.49351313969571
3370,3,2.034,0,0,-2.49351313969571
3370,4,1.794,0,0,-2.49351313969571
3020,0,-1.218,0,1,-28.9935131396957
3020,1,-0.785,0,1,-28.9935131396957
3020,2,0.852,0,1,-28.9935131396957
3020,3,1.273,0,1,-28.9935131396957
3020,4,2.859,0,1,-28.9935131396957
3020,0,-1.83,1,1,-28.9935131396957
3020,1,-1.441,1,1,-28.9935131396957
3020,2,-0.826,1,1,-28.9935131396957
3020,3,0.691,1,1,-28.9935131396957
3020,4,1.047,1,1,-28.9935131396957
3020,0,-2.535,1,0,-28.9935131396957
3020,1,-1.441,1,0,-28.9935131396957
3020,2,-0.623,1,0,-28.9935131396957
3020,3,1.273,1,0,-28.9935131396957
3020,4,0.947,1,0,-28.9935131396957
3020,0,-2.839,1,0,-28.9935131396957
3020,0,-1.689,1,0,-28.9935131396957
3020,1,-1.314,1,0,-28.9935131396957
3020,2,0.343,1,0,-28.9935131396957
3020,3,-0.032,1,0,-28.9935131396957
3020,4,1.098,1,0,-28.9935131396957
2960,2,-1.778,0,1,18.7064868603043
2960,3,-0.834,0,1,18.7064868603043
2960,4,-0.008,0,1,18.7064868603043
2750,0,-2.732,1,1,-44.9935131396957
2750,1,-1.378,1,1,-44.9935131396957
2750,2,0.463,1,1,-44.9935131396957
4060,0,-1.616,1,1,21.5064868603043
4060,1,-1.25,1,1,21.5064868603043
4060,2,0.716,1,1,21.5064868603043
4060,3,-0.403,1,1,21.5064868603043
4060,4,0.402,1,1,21.5064868603043
2560,0,-1.384,1,1,16.5064868603043
2560,1,0.658,1,1,16.5064868603043
2560,2,0.852,1,1,16.5064868603043
2560,0,-1.83,0,1,16.5064868603043
2560,1,-0.028,0,1,16.5064868603043
2560,2,0.343,0,1,16.5064868603043
2560,3,0.873,0,1,16.5064868603043
2560,0,-2.032,0,1,16.5064868603043
2560,1,-1.694,0,1,16.5064868603043
2560,2,0.114,0,1,16.5064868603043
2040,1,-0.785,1,1,5.30648686030429
2040,2,0.587,1,1,5.30648686030429
2040,3,1.421,1,1,5.30648686030429
3130,0,-1.898,0,1,20.3064868603043
3130,1,-1.505,0,1,20.3064868603043
3130,2,-1.132,0,1,20.3064868603043
3130,3,-0.086,0,1,20.3064868603043
3130,4,0.997,0,1,20.3064868603043
4390,0,-2.535,0,1,-11.3935131396957
4390,1,-0.028,0,1,-11.3935131396957
4390,2,-0.623,0,1,-11.3935131396957
4390,3,0.751,0,1,-11.3935131396957
4390,4,1.736,0,1,-11.3935131396957
4390,0,-2.413,0,1,-11.3935131396957
4390,1,-0.645,0,1,-11.3935131396957
4390,2,-0.623,0,1,-11.3935131396957
4390,3,0.237,0,1,-11.3935131396957
3850,2,-1.894,0,1,-24.4935131396957
3850,3,-0.725,0,1,-24.4935131396957
3850,4,0.65,0,1,-24.4935131396957
3810,1,0.439,0,1,-27.9935131396957
3810,2,0.343,0,1,-27.9935131396957
3810,3,2.034,0,1,-27.9935131396957
3810,4,1.973,0,1,-27.9935131396957
2380,0,-3.525,1,0,-40.8935131396957
2380,1,-0.273,1,0,-40.8935131396957
2380,2,-1.665,1,0,-40.8935131396957
3850,0,-2.558,1,1,-24.4935131396957
3850,1,-1.568,1,1,-24.4935131396957
3850,2,-0.928,1,1,-24.4935131396957
3850,3,-0.67,1,1,-24.4935131396957
3850,3,-0.455,1,1,-24.4935131396957
3850,0,-2.96,0,1,-24.4935131396957
3850,1,-3.728,0,1,-24.4935131396957
3850,1,-2.113,0,1,-24.4935131396957
3130,0,-3.395,1,1,20.3064868603043
3130,1,-2.946,1,1,20.3064868603043
3130,1,-2.053,1,1,20.3064868603043
3130,2,-0.197,1,1,20.3064868603043
3170,0,-0.942,1,1,-36.0935131396957
3170,1,0.439,1,1,-36.0935131396957
3170,2,2.43,1,1,-36.0935131396957
3170,3,2.996,1,1,-36.0935131396957
2610,2,-1.446,0,1,13.0064868603043
2610,3,-0.616,0,1,13.0064868603043
2610,4,0.044,0,1,13.0064868603043
3900,0,-2.535,1,0,4.7064868603043
3900,1,-1.441,1,0,4.7064868603043
3900,2,-0.105,1,0,4.7064868603043
3900,3,0.128,1,0,4.7064868603043
3900,4,0.501,1,0,4.7064868603043
3900,0,-3.87,0,1,4.7064868603043
3900,0,-2.288,0,1,4.7064868603043
3900,1,-1.054,0,1,4.7064868603043
3900,2,-0.725,0,1,4.7064868603043
3900,3,-0.945,0,1,4.7064868603043
3900,0,-3.268,1,1,4.7064868603043
3900,0,-0.84,1,1,4.7064868603043
3900,1,-0.197,1,1,4.7064868603043
3900,2,-1.123,1,1,4.7064868603043
2340,0,-3.068,1,1,15.9064868603043
2340,1,-1.76,1,1,15.9064868603043
2340,2,0.003,1,1,15.9064868603043
2340,3,-1.176,1,1,15.9064868603043
2340,4,0.501,1,1,15.9064868603043
4450,0,-1.384,1,1,-11.5935131396957
4450,1,-1.694,1,1,-11.5935131396957
4450,2,-1.555,1,1,-11.5935131396957
4450,3,-1.176,1,1,-11.5935131396957
4450,0,-2.596,1,1,-11.5935131396957
4450,1,-2.732,1,1,-11.5935131396957
4450,1,-0.945,1,1,-11.5935131396957
4450,2,-1.485,1,1,-11.5935131396957
4450,3,-0.264,1,1,-11.5935131396957
4450,0,-1.218,1,1,-11.5935131396957
4450,1,-1.441,1,1,-11.5935131396957
4450,2,-0.522,1,1,-11.5935131396957
4450,3,-0.297,1,1,-11.5935131396957
4450,0,-2.351,0,1,-11.5935131396957
4450,1,-2.873,0,1,-11.5935131396957
4450,2,-1.665,0,1,-11.5935131396957
4450,0,-3.082,0,1,-11.5935131396957
4450,1,-2.072,0,1,-11.5935131396957
4450,2,-1.446,0,1,-11.5935131396957
4450,0,-2.288,0,1,-11.5935131396957
4450,1,-0.921,0,1,-11.5935131396957
4450,2,-0.826,0,1,-11.5935131396957
4450,3,0.811,0,1,-11.5935131396957
4450,0,-4.096,0,1,-11.5935131396957
4450,0,-1.966,0,1,-11.5935131396957
4450,1,-1.882,0,1,-11.5935131396957
4450,2,-1.555,0,1,-11.5935131396957
4450,3,-1.002,0,1,-11.5935131396957
4450,0,-2.225,1,1,-11.5935131396957
4450,1,-1.441,1,1,-11.5935131396957
4450,2,1.485,1,1,-11.5935131396957
4450,3,1.934,1,1,-11.5935131396957
4330,0,-2.839,1,0,-19.2935131396957
4330,1,-1.631,1,0,-19.2935131396957
4330,2,-0.522,1,0,-19.2935131396957
2930,1,-2.2,1,1,6.9064868603043
2930,2,-1.778,1,1,6.9064868603043
2930,3,-0.889,1,1,6.9064868603043
2930,4,-0.116,1,1,6.9064868603043
4010,2,0.587,0,0,-48.1935131396957
4010,3,1.578,0,0,-48.1935131396957
4010,4,2.768,0,0,-48.1935131396957
4010,2,-1.132,1,0,-48.1935131396957
4010,3,-0.086,1,0,-48.1935131396957
4010,4,1.794,1,0,-48.1935131396957
4010,0,-1.384,0,0,-48.1935131396957
4010,1,0.546,0,0,-48.1935131396957
4010,2,1.309,0,0,-48.1935131396957
4010,3,1.934,0,0,-48.1935131396957
4010,4,1.912,0,0,-48.1935131396957
4010,0,-1.384,0,0,-48.1935131396957
4010,1,0.241,0,0,-48.1935131396957
4010,2,0.716,0,0,-48.1935131396957
4010,3,1.578,0,0,-48.1935131396957
4010,4,2.035,0,0,-48.1935131396957
2380,0,-1.83,1,0,-40.8935131396957
2380,1,-0.854,1,0,-40.8935131396957
2380,2,0.003,1,0,-40.8935131396957
2380,3,0.936,1,0,-40.8935131396957
2380,4,1.46,1,0,-40.8935131396957
4010,0,-2.413,0,0,-48.1935131396957
4010,0,-1.898,0,0,-48.1935131396957
4010,1,-0.273,0,0,-48.1935131396957
4010,2,-0.316,0,0,-48.1935131396957
4010,3,0.128,0,0,-48.1935131396957
4010,0,-2.535,1,1,-48.1935131396957
4010,0,-1.689,1,1,-48.1935131396957
4010,1,-0.827,1,1,-48.1935131396957
4010,2,-0.883,1,1,-48.1935131396957
4010,3,-0.537,1,1,-48.1935131396957
4010,0,-1.689,1,0,-48.1935131396957
4010,1,1.194,1,0,-48.1935131396957
4010,2,1.485,1,0,-48.1935131396957
4010,3,3.458,1,0,-48.1935131396957
4010,0,-1.384,1,0,-48.1935131396957
4010,1,0.058,1,0,-48.1935131396957
4010,2,-0.211,1,0,-48.1935131396957
4010,3,1.839,1,0,-48.1935131396957
4010,4,2.954,1,0,-48.1935131396957
2390,1,-1.946,0,1,22.2064868603043
2390,2,0.114,0,1,22.2064868603043
2390,3,-0.244,0,1,22.2064868603043
2390,4,0.501,0,1,22.2064868603043
3240,0,-1.76,1,1,22.2064868603043
3240,1,-1.568,1,1,22.2064868603043
3240,2,0.003,1,1,22.2064868603043
3240,3,-0.244,1,1,22.2064868603043
3440,0,-2.535,1,1,15.8064868603043
3440,1,-1.631,1,1,15.8064868603043
3440,2,-0.623,1,1,15.8064868603043
3440,3,0.632,1,1,15.8064868603043
3360,0,-2.732,1,1,22.2064868603043
3360,1,-1.694,1,1,22.2064868603043
3360,2,-2.14,1,1,22.2064868603043
3360,0,-1.538,0,1,22.2064868603043
3360,1,-1.568,0,1,22.2064868603043
3360,2,-0.316,0,1,22.2064868603043
3360,3,0.403,0,1,22.2064868603043
3360,4,1.25,0,1,22.2064868603043
3360,0,-2.188,0,1,22.2064868603043
3360,1,-2.265,0,1,22.2064868603043
3360,2,-1.34,0,1,22.2064868603043
3360,3,0.021,0,1,22.2064868603043
3360,4,0.699,0,1,22.2064868603043
3360,0,-2.188,0,1,22.2064868603043
3360,1,-0.785,0,1,22.2064868603043
3360,2,-0.316,0,1,22.2064868603043
3360,3,0.459,0,1,22.2064868603043
3360,4,2.164,0,1,22.2064868603043
3360,0,-1.538,0,1,22.2064868603043
3360,1,-0.273,0,1,22.2064868603043
3360,2,0.716,0,1,22.2064868603043
3210,1,-2.663,1,1,22.2064868603043
3210,2,-2.015,1,1,22.2064868603043
3210,2,-1.859,1,1,22.2064868603043
3210,3,-1.168,1,1,22.2064868603043
2340,2,-0.522,0,1,15.9064868603043
2340,4,0.897,0,1,15.9064868603043
3610,0,-2.902,0,1,20.0064868603043
3610,1,-1.25,0,1,20.0064868603043
3610,2,0.343,0,1,20.0064868603043
3240,1,0.338,0,0,22.2064868603043
3240,2,1.485,0,0,22.2064868603043
3240,3,2.034,0,0,22.2064868603043
3240,4,2.035,0,0,22.2064868603043
3610,0,-1.384,1,1,20.0064868603043
3610,1,1.194,1,1,20.0064868603043
3610,2,0.995,1,1,20.0064868603043
3610,3,1.273,1,1,20.0064868603043
3610,4,3.163,1,1,20.0064868603043
3610,0,-4.055,0,1,20.0064868603043
3610,0,-3.395,0,1,20.0064868603043
3610,1,-3.395,0,1,20.0064868603043
3610,1,-1.641,0,1,20.0064868603043
3610,2,-2.263,0,1,20.0064868603043
3610,3,-1.552,0,1,20.0064868603043
3610,0,-3.721,1,1,20.0064868603043
3610,2,-1.665,1,1,20.0064868603043
3610,3,0.237,1,1,20.0064868603043
3610,4,1.047,1,1,20.0064868603043
3610,0,-1.898,0,1,20.0064868603043
3610,1,-0.645,0,1,20.0064868603043
3610,2,0.003,0,1,20.0064868603043
3610,3,-0.35,0,1,20.0064868603043
3610,4,1.679,0,1,20.0064868603043
3610,0,-3.887,0,1,20.0064868603043
3610,0,-2.377,0,1,20.0064868603043
3610,1,-0.84,0,1,20.0064868603043
3610,1,-1.063,0,1,20.0064868603043
3610,2,-0.579,0,1,20.0064868603043
3610,3,-1.048,0,1,20.0064868603043
3610,0,-3.232,1,1,20.0064868603043
3610,0,-1.987,1,1,20.0064868603043
3610,1,-1.441,1,1,20.0064868603043
3610,2,-2.551,1,1,20.0064868603043
3610,3,-1.002,1,1,20.0064868603043
3610,4,-0.338,1,1,20.0064868603043
3240,0,-3.46,0,1,22.2064868603043
3240,1,-2.873,0,1,22.2064868603043
3240,2,-2.14,0,1,22.2064868603043
3610,0,-4.055,1,1,20.0064868603043
3610,0,-2.902,1,1,20.0064868603043
3610,1,-1.898,1,1,20.0064868603043
3610,2,-1.132,1,1,20.0064868603043
3610,3,-1.828,1,1,20.0064868603043
3610,4,-1.763,1,1,20.0064868603043
3610,0,-2.188,1,1,20.0064868603043
3610,0,-2.778,1,1,20.0064868603043
3610,1,-1.946,1,1,20.0064868603043
3610,2,-1.03,1,1,20.0064868603043
3610,3,-1.42,1,1,20.0064868603043
3610,4,-0.702,1,1,20.0064868603043
3610,0,-3.021,0,1,20.0064868603043
3610,1,-1.757,0,1,20.0064868603043
3610,2,-1.665,0,1,20.0064868603043
3610,3,-0.086,0,1,20.0064868603043
3610,4,0.897,0,1,20.0064868603043
